chrom	start	stop	name2	score	strand
chr18	3122491	3123412	Vmn1r238	.	-1
chr18	3266047	3327591	Crem	.	-1
chr18	3266353	3337679	Crem	.	-1
chr18	3266355	3299559	Crem	.	-1
chr18	3266355	3337488	Crem	.	-1
chr18	3266355	3337589	Crem	.	-1
chr18	3266355	3337589	Crem	.	-1
chr18	3266355	3337589	Crem	.	-1
chr18	3266956	3281769	Crem	.	-1
chr18	3267260	3337748	Crem	.	-1
chr18	3267263	3299556	Crem	.	-1
chr18	3267389	3281747	Crem	.	-1
chr18	3267533	3281132	Crem	.	-1
chr18	3267545	3281078	Crem	.	-1
chr18	3267571	3281769	Crem	.	-1
chr18	3267587	3309723	Crem	.	-1
chr18	3267587	3309723	Crem	.	-1
chr18	3267587	3309858	Crem	.	-1
chr18	3267632	3281101	Crem	.	-1
chr18	3267844	3281738	Crem	.	-1
chr18	3267984	3299452	Crem	.	-1
chr18	3267984	3309900	Crem	.	-1
chr18	3294183	3337589	Crem	.	-1
chr18	3294481	3337574	Crem	.	-1
chr18	3336415	3366863	Gm6225	.	1
chr18	3382987	3436374	Cul2	.	1
chr18	3383231	3436377	Cul2	.	1
chr18	3471629	3474315	G430049J08Rik	.	1
chr18	3507956	3516404	Bambi	.	1
chr18	3770740	3770804	Gm23643	.	-1
chr18	3860107	3860430	Gm24632	.	1
chr18	4165831	4182232	Lyzl1	.	1
chr18	4165861	4182232	Lyzl1	.	1
chr18	4331326	4352953	Map3k8	.	-1
chr18	4373668	4379980	Gm26865	.	-1
chr18	4375591	4397330	Mtpap	.	1
chr18	4634928	4682868	9430020K01Rik	.	1
chr18	4812485	4850959	Gm10556	.	1
chr18	4920539	5119291	Svil	.	1
chr18	4921725	5119299	Svil	.	1
chr18	4994617	5118610	Svil	.	1
chr18	5035165	5119291	Svil	.	1
chr18	5040225	5118440	Svil	.	1
chr18	5046574	5119288	Svil	.	1
chr18	5162879	5165731	Gm26682	.	-1
chr18	5210030	5334439	Zfp438	.	-1
chr18	5491502	5592393	Gm10125	.	-1
chr18	5565649	5592382	Gm10125	.	-1
chr18	5565649	5593505	Gm10125	.	-1
chr18	5572823	5575055	Gm26575	.	-1
chr18	5588042	5591711	Gm2238	.	-1
chr18	5591859	5775467	Zeb1	.	1
chr18	5614472	5614583	Gm22709	.	1
chr18	6024426	6112363	Arhgap12	.	-1
chr18	6024784	6135907	Arhgap12	.	-1
chr18	6025196	6135960	Arhgap12	.	-1
chr18	6025216	6136098	Arhgap12	.	-1
chr18	6026431	6135892	Arhgap12	.	-1
chr18	6026555	6135888	Arhgap12	.	-1
chr18	6201001	6241523	Kif5b	.	-1
chr18	6213912	6227324	Gm17036	.	1
chr18	6332589	6333064	Rpl27-ps3	.	1
chr18	6435950	6516108	Epc1	.	-1
chr18	6435952	6490856	Epc1	.	-1
chr18	6489159	6490856	Epc1	.	-1
chr18	6490142	6496962	Gm28529	.	1
chr18	6490154	6491124	Gm28529	.	1
chr18	6490563	6490646	Mir1893	.	-1
chr18	6603632	6638966	4921524L21Rik	.	1
chr18	6765204	6790231	Rab18	.	1
chr18	6934965	7004780	Mkx	.	-1
chr18	7088232	7297901	Armc4	.	-1
chr18	7347961	7626863	Mpp7	.	-1
chr18	7835176	7835283	Gm24292	.	1
chr18	7868831	7926505	Wac	.	1
chr18	7868849	7927067	Wac	.	1
chr18	7869065	7926139	Wac	.	1
chr18	7869196	7929028	Wac	.	1
chr18	7869492	7927519	Wac	.	1
chr18	7869500	7926139	Wac	.	1
chr18	8694076	8694541	Gm5819	.	1
chr18	8698252	8698356	Gm26119	.	-1
chr18	8928234	8929826	Gm37148	.	1
chr18	9212855	9216201	Fzd8	.	1
chr18	9278606	9282809	Gjd4	.	-1
chr18	9314043	9450150	Ccny	.	-1
chr18	9614313	9614441	Gm22765	.	1
chr18	9615523	9619478	Cetn1	.	-1
chr18	9707647	9877995	Colec12	.	1
