chrom	start	stop	name2	score	strand
chr9	3000281	3018084	Gm26870	.	-1
chr9	3000921	3002330	Gm10722	.	1
chr9	3003345	3005194	Gm11168	.	1
chr9	3003579	3005194	Gm11168	.	1
chr9	3004456	3005194	Gm11168	.	1
chr9	3005158	3006948	Gm11168	.	1
chr9	3013139	3014344	Gm10721	.	1
chr9	3015653	3017210	Gm10720	.	1
chr9	3017407	3019022	Gm10719	.	1
chr9	3017874	3038310	Gm26870	.	-1
chr9	3018752	3020891	Gm10719	.	1
chr9	3020154	3021593	Gm10719	.	1
chr9	3023546	3025218	Gm10718	.	1
chr9	3025416	3026387	Gm10717	.	1
chr9	3026150	3028494	Gm10717	.	1
chr9	3027522	3028728	Gm10717	.	1
chr9	3027522	3029431	Gm10717	.	1
chr9	3029194	3031071	Gm10717	.	1
chr9	3030336	3031071	Gm10717	.	1
chr9	3030567	3032588	Gm10717	.	1
chr9	3032084	3032822	Gm10717	.	1
chr9	3032084	3033289	Gm10717	.	1
chr9	3034598	3035805	Gm17535	.	1
chr9	3036876	3037848	Gm10715	.	1
chr9	3037110	3038316	Gm10715	.	1
chr9	3038668	3038743	Mir101c	.	-1
chr9	3133846	3199782	4930433N12Rik	.	-1
chr9	3199893	3215230	RP23-400F19.1	.	1
chr9	3263441	3263525	Gm27679	.	-1
chr9	3335139	3386175	Alkbh8	.	1
chr9	3335477	3386929	Alkbh8	.	1
chr9	3335477	3391154	Alkbh8	.	1
chr9	3338444	3385842	Alkbh8	.	1
chr9	3352656	3352786	Gm24918	.	1
chr9	3395438	3395542	Gm23275	.	1
chr9	3403591	3479236	Cwf19l2	.	1
chr9	3532777	3894736	Gucy1a2	.	1
chr9	4271129	4271237	Gm22195	.	-1
chr9	4294792	4309467	Aasdhppt	.	-1
chr9	4309832	4331732	Kbtbd3	.	1
chr9	4309834	4331711	Kbtbd3	.	1
chr9	4371268	4371335	Gm23992	.	-1
chr9	4376561	4386870	Msantd4	.	1
chr9	4383534	4386861	Msantd4	.	1
chr9	4417895	4796142	Gria4	.	-1
chr9	4417898	4795519	Gria4	.	-1
chr9	4417898	4796234	Gria4	.	-1
chr9	4455939	4456023	Gm23811	.	-1
chr9	4478262	4796234	Gria4	.	-1
chr9	5111398	5111533	Gm24896	.	1
chr9	5298516	5307265	Casp1	.	1
chr9	5308848	5336783	Casp4	.	1
chr9	5345429	5373032	Casp12	.	1
chr9	5345503	5358823	Casp12	.	1
chr9	6168611	6377519	Pdgfd	.	1
chr9	6168660	6378843	Pdgfd	.	1
chr9	6265027	6266547	Ddi1	.	-1
chr9	6706341	6706446	Gm23097	.	-1
chr9	6928502	7177046	Dync2h1	.	-1
chr9	6928502	7184446	Dync2h1	.	-1
chr9	6929303	7176957	Dync2h1	.	-1
chr9	7149474	7176965	Dync2h1	.	-1
chr9	7184565	7207031	Dcun1d5	.	1
chr9	7272513	7283333	Mmp13	.	1
chr9	7344396	7358464	Mmp12	.	1
chr9	7347373	7360461	Mmp12	.	1
chr9	7347373	7369499	Mmp12	.	1
chr9	7368238	7388047	Mmp1b	.	-1
chr9	7445821	7455972	Mmp3	.	1
chr9	7464140	7476869	Mmp1a	.	1
chr9	7502351	7510238	Mmp10	.	1
chr9	7558428	7568486	Mmp8	.	1
chr9	7571395	7581415	Mmp27	.	1
chr9	7571457	7581410	Mmp27	.	1
chr9	7628230	7674968	Mmp20	.	1
chr9	7669428	7695631	AV064505	.	-1
chr9	7692089	7699585	Mmp7	.	1
chr9	7751671	7752325	Gm10709	.	1
chr9	7764040	7794333	Tmem123	.	1
chr9	7784389	7784440	Mir5618	.	1
chr9	7818226	7837057	Birc2	.	-1
chr9	7818235	7835255	Birc2	.	-1
chr9	7836686	7837064	Birc2	.	-1
chr9	7848698	7873024	Birc3	.	-1
chr9	7855814	7872983	Birc3	.	-1
chr9	7931998	8004588	Yap1	.	-1
chr9	7931998	8004596	Yap1	.	-1
chr9	7965837	7977004	Gm20416	.	1
chr9	8004829	8009269	RP23-349N15.2	.	1
chr9	8021671	8042823	9230110C19Rik	.	-1
chr9	8076632	8134294	Cep126	.	-1
chr9	8221888	8241987	1700128F08Rik	.	1
chr9	8246785	8246881	Mir1899	.	1
chr9	8544195	8680565	Trpc6	.	1
chr9	8899832	8968611	Pgr	.	1
chr9	8900467	8965425	Pgr	.	1
chr9	8900467	8965425	Pgr	.	1
chr9	8971790	8975773	Gm16485	.	1
chr9	8994328	9239101	Arhgap42	.	-1
chr9	9147355	9239026	Arhgap42	.	-1
chr9	9236287	9260883	Gm16833	.	1
chr9	9301390	9301452	Gm22815	.	1
chr9	9660890	10904726	Cntn5	.	-1
chr9	9660968	10904775	Cntn5	.	-1
chr9	9661362	10419090	Cntn5	.	-1
chr9	9661362	10419090	Cntn5	.	-1
chr9	9670940	9671041	Gm26195	.	-1
chr9	9894430	9894521	Mir6237	.	1
chr9	10290477	10290587	Gm24496	.	-1
chr9	10295046	10295156	Gm25086	.	-1
chr9	10904344	10907818	RP23-24C14.1	.	1
chr9	12780164	12780285	Gm25365	.	1
chr9	13157285	13157688	Gm29176	.	-1
chr9	13242789	13245741	Jrkl	.	-1
chr9	13246981	13289409	Ccdc82	.	1
chr9	13246994	13253582	Ccdc82	.	1
chr9	13275515	13275622	Gm26189	.	1
chr9	13431360	13432736	Phxr4	.	1
chr9	13444033	13446753	Gm17571	.	-1
chr9	13621225	13621326	Gm22643	.	1
