chrom	start	stop	name2	score	strand
chr2	3075106	3075213	Gm27306	.	1
chr2	3114223	3227250	Fam171a1	.	1
chr2	3118381	3227806	Fam171a1	.	1
chr2	3118412	3227252	Fam171a1	.	1
chr2	3118684	3227806	Fam171a1	.	1
chr2	3284211	3328877	Nmt2	.	1
chr2	3284256	3326716	Nmt2	.	1
chr2	3284267	3326198	Nmt2	.	1
chr2	3291377	3291518	Gm22005	.	-1
chr2	3328948	3332643	Rpp38	.	-1
chr2	3336167	3340993	Acbd7	.	1
chr2	3341981	3366591	Olah	.	-1
chr2	3341986	3397210	Olah	.	-1
chr2	3342016	3366569	Olah	.	-1
chr2	3351133	3354004	Gm37525	.	-1
chr2	3409042	3419019	Meig1	.	-1
chr2	3409042	3422648	Meig1	.	-1
chr2	3409045	3419041	Meig1	.	-1
chr2	3409046	3419129	Meig1	.	-1
chr2	3409109	3418581	Meig1	.	-1
chr2	3424130	3461111	Dclre1c	.	1
chr2	3424130	3464130	Dclre1c	.	1
chr2	3424149	3454092	Dclre1c	.	1
chr2	3424164	3461103	Dclre1c	.	1
chr2	3455814	3475031	Suv39h2	.	-1
chr2	3457579	3474960	Suv39h2	.	-1
chr2	3468612	3474546	Gm13184	.	1
chr2	3488849	3512814	Hspa14	.	-1
chr2	3504526	3512757	Hspa14	.	-1
chr2	3506408	3512790	Hspa14	.	-1
chr2	3513064	3526376	Cdnf	.	1
chr2	3613757	3779787	Fam107b	.	1
chr2	3704012	3779617	Fam107b	.	1
chr2	3704806	3779617	Fam107b	.	1
chr2	3713457	3782142	Fam107b	.	1
chr2	3713477	3779617	Fam107b	.	1
chr2	3752985	3755177	Gm13185	.	-1
chr2	3773945	3779625	Fam107b	.	1
chr2	3855029	3877575	Gm13180	.	1
chr2	3925807	3929139	Gm13191	.	-1
chr2	4017743	4614041	Frmd4a	.	1
chr2	4091139	4094489	Gm10862	.	1
chr2	4103876	4106938	Gm38085	.	1
chr2	4135478	4141139	1700080N15Rik	.	-1
chr2	4137773	4144102	Gm13189	.	1
chr2	4138983	4142627	Gm37814	.	1
chr2	4152871	4613942	Frmd4a	.	1
chr2	4178109	4180661	Gm37107	.	1
chr2	4217080	4219353	Gm38348	.	1
chr2	4291158	4301167	Gm13187	.	-1
chr2	4316478	4318886	Gm36988	.	1
chr2	4380960	4381067	Gm23691	.	-1
chr2	4400974	4614043	Frmd4a	.	1
chr2	4458433	4466670	Gm13175	.	-1
chr2	4559755	4612584	Frmd4a	.	1
chr2	4586023	4587287	Gm13179	.	-1
chr2	4622057	4652086	Prpf18	.	-1
chr2	4624027	4652113	Prpf18	.	-1
chr2	4717830	4800563	Bend7	.	1
chr2	4717833	4788933	Bend7	.	1
chr2	4718144	4800925	Bend7	.	1
chr2	4881563	4910557	Sephs1	.	1
chr2	4882244	4908137	Sephs1	.	1
chr2	4919018	4938730	Phyh	.	1
chr2	4976121	4985748	Ucma	.	1
chr2	4976150	4985740	Ucma	.	1
chr2	4976180	4985745	Ucma	.	1
chr2	4976183	4985645	Ucma	.	1
chr2	4989713	5012344	Mcm10	.	-1
chr2	4990723	5012791	Mcm10	.	-1
chr2	5020641	5064045	Optn	.	-1
chr2	5020643	5063938	Optn	.	-1
chr2	5037279	5041133	4930551O13Rik	.	1
