chrom	start	stop	name2	score	strand
chr16	3249583	3249704	Gm23215	.	1
chr16	3353751	3353872	Gm22862	.	-1
chr16	3535484	3535611	Gm22598	.	-1
chr16	3592397	3593339	Olfr161	.	1
chr16	3707214	3718124	Mefv	.	-1
chr16	3707214	3718124	Mefv	.	-1
chr16	3744092	3750781	Zfp263	.	1
chr16	3747886	3750784	Zfp263	.	1
chr16	3838974	3839913	Olfr15	.	1
chr16	3847267	3858880	Zfp174	.	1
chr16	3861527	3872396	Zfp597	.	-1
chr16	3862383	3884505	Gm26675	.	1
chr16	3884618	3904780	Naa60	.	1
chr16	3884647	3919517	Gm20695	.	1
chr16	3884658	3902048	Naa60	.	1
chr16	3894374	3901814	Naa60	.	1
chr16	3894374	3901939	Naa60	.	1
chr16	3894374	3902376	Naa60	.	1
chr16	3904302	3908689	1700037C18Rik	.	-1
chr16	3905797	3907702	1700037C18Rik	.	-1
chr16	3908824	3941147	Cluap1	.	1
chr16	3908824	3909192	1700016D08Rik	.	-1
chr16	3927198	3927286	Gm23493	.	1
chr16	3927788	3929357	Gm15537	.	-1
chr16	3945006	3976545	Nlrc3	.	-1
chr16	3945609	3976632	Nlrc3	.	-1
chr16	3979122	4001680	Slx4	.	-1
chr16	4032838	4037519	Gm15879	.	-1
chr16	4034370	4037847	Gm15879	.	-1
chr16	4036969	4040024	Dnase1	.	1
chr16	4037030	4040024	Dnase1	.	1
chr16	4039970	4077827	Trap1	.	-1
chr16	4057372	4057497	Gm23413	.	-1
chr16	4081327	4213997	Crebbp	.	-1
chr16	4083700	4213413	Crebbp	.	-1
chr16	4170775	4173636	Gm37186	.	-1
chr16	4287528	4419808	Adcy9	.	-1
chr16	4287528	4420498	Adcy9	.	-1
chr16	4287544	4419587	Adcy9	.	-1
chr16	4480215	4523075	Srl	.	-1
chr16	4480227	4523075	Srl	.	-1
chr16	4544660	4559720	Tfap4	.	-1
chr16	4594712	4615957	Glis2	.	1
chr16	4616463	4624988	Pam16	.	-1
chr16	4626132	4679777	Coro7	.	-1
chr16	4639940	4650802	Vasn	.	1
chr16	4652565	4679777	Coro7	.	-1
chr16	4684069	4707695	Dnaja3	.	1
chr16	4684095	4707695	Dnaja3	.	1
chr16	4710058	4719109	Nmral1	.	-1
chr16	4711316	4719156	Nmral1	.	-1
chr16	4711316	4719356	Nmral1	.	-1
chr16	4712294	4719112	Nmral1	.	-1
chr16	4726362	4766742	Hmox2	.	1
chr16	4729868	4730809	Gm15859	.	1
chr16	4741580	4766249	Hmox2	.	1
chr16	4756902	4766245	Hmox2	.	1
chr16	4765460	4789990	Cdip1	.	-1
chr16	4766840	4790292	Cdip1	.	-1
chr16	4767338	4789930	Cdip1	.	-1
chr16	4777742	4779454	Gm15835	.	-1
chr16	4835415	4867691	4930562C15Rik	.	1
chr16	4858253	4867621	4930562C15Rik	.	1
chr16	4874777	4880315	Ubald1	.	-1
