chrom	start	stop	name2	score	strand
chr10	3119840	3129546	9230019H11Rik	.	1
chr10	3256207	3267771	H60c	.	-1
chr10	3364072	3367135	Gm26752	.	-1
chr10	3366149	3464975	Ppp1r14c	.	1
chr10	3425022	3425115	Gm24482	.	1
chr10	3540239	3554877	Iyd	.	1
chr10	3740363	3967303	Plekhg1	.	1
chr10	3872666	3967303	Plekhg1	.	1
chr10	3934768	3934877	Gm23023	.	-1
chr10	3973117	4156111	Mthfd1l	.	1
chr10	3973130	4167081	Mthfd1l	.	1
chr10	3973143	4156111	Mthfd1l	.	1
chr10	4104312	4104469	Gm25515	.	1
chr10	4169886	4170018	Gm25369	.	1
chr10	4266328	4359468	Akap12	.	1
chr10	4367073	4388108	Zbtb2	.	-1
chr10	4367474	4387462	Zbtb2	.	-1
chr10	4391586	4396424	Gm21781	.	1
chr10	4401914	4432388	Rmnd1	.	-1
chr10	4409032	4423369	Gm16153	.	1
chr10	4432466	4455141	Armt1	.	1
chr10	4432512	4455140	Armt1	.	1
chr10	4432619	4439973	Armt1	.	1
chr10	4482501	4562231	Ccdc170	.	1
chr10	4484233	4484393	Gm22739	.	1
chr10	4509871	4561111	Ccdc170	.	1
chr10	4611988	5005614	Esr1	.	1
chr10	4612020	5003761	Esr1	.	1
chr10	4710154	4967336	Esr1	.	1
chr10	4710154	5002024	Esr1	.	1
chr10	5020202	5069063	Syne1	.	-1
chr10	5036174	5036456	Gm25694	.	-1
chr10	5069191	5071975	Gm10097	.	1
chr10	5336948	5550692	Syne1	.	-1
chr10	5357172	5357279	Gm23573	.	1
chr10	5593727	5606787	Myct1	.	1
chr10	5639217	5647614	Vip	.	1
chr10	5799159	5805600	Fbxo5	.	-1
chr10	5811886	5823910	Mtrf1l	.	-1
chr10	5825662	5922386	Rgs17	.	-1
chr10	5825662	5922400	Rgs17	.	-1
chr10	5832168	5922366	Rgs17	.	-1
chr10	6740628	6761761	Gm10945	.	-1
chr10	6758505	7037201	Oprm1	.	1
chr10	6758592	6849858	Oprm1	.	1
chr10	6758592	6849858	Oprm1	.	1
chr10	6758592	6850613	Oprm1	.	1
chr10	6758592	7037546	Oprm1	.	1
chr10	6788600	6850348	Oprm1	.	1
chr10	6788808	6830639	Oprm1	.	1
chr10	6788808	6832987	Oprm1	.	1
chr10	6788808	6838680	Oprm1	.	1
chr10	6788808	6839919	Oprm1	.	1
