chrom	start	stop	name2	score	strand
chr17	3057798	3057919	Gm25909	.	-1
chr17	3114971	3198855	Scaf8	.	1
chr17	3326572	3519397	Tiam2	.	1
chr17	3397206	3519397	Tiam2	.	1
chr17	3519262	3557713	Tfb1m	.	-1
chr17	3532553	3533213	Cldn20	.	1
chr17	3635239	3696261	Nox3	.	-1
chr17	4678019	4678126	Gm23186	.	1
chr17	4994938	5343505	Arid1b	.	1
chr17	4995073	5347656	Arid1b	.	1
chr17	4996420	5347656	Arid1b	.	1
chr17	5388762	5417396	Gm29050	.	1
chr17	5404120	5419652	Gm29050	.	1
chr17	5410869	5440243	Tmem242	.	-1
chr17	5417322	5418767	Ldhal6b	.	-1
chr17	5421463	5421565	Gm22475	.	1
chr17	5432294	5440259	Tmem242	.	-1
chr17	5433024	5440256	Tmem242	.	-1
chr17	5492599	5753891	Zdhhc14	.	1
chr17	5799490	5803240	3300005D01Rik	.	1
chr17	5841327	5931033	Snx9	.	1
chr17	5941279	6038555	Synj2	.	1
chr17	5941402	6038555	Synj2	.	1
chr17	5975640	6044290	Synj2	.	1
chr17	5975739	6038555	Synj2	.	1
chr17	5987985	6039341	Synj2	.	1
chr17	5990062	6044290	Synj2	.	1
chr17	5996015	6038328	Synj2	.	1
chr17	5996845	6020555	Synj2	.	1
chr17	6007579	6032929	Synj2	.	1
chr17	6007596	6038406	Synj2	.	1
chr17	6042195	6079741	Serac1	.	-1
chr17	6044065	6079727	Serac1	.	-1
chr17	6079785	6086517	Gtf2h5	.	1
chr17	6079929	6085132	Gtf2h5	.	1
chr17	6106890	6240628	Tulp4	.	1
chr17	6131835	6131944	Gm22774	.	-1
chr17	6138147	6240628	Tulp4	.	1
chr17	6147418	6147540	n-R5s26	.	1
chr17	6270469	6308314	Tmem181a	.	1
chr17	6310546	6317474	Dynlt1a	.	-1
chr17	6314198	6493180	Gm26848	.	1
chr17	6430111	6436293	Dynlt1b	.	1
chr17	6601670	6609679	Dynlt1c	.	1
chr17	6648940	6655939	Dynlt1f	.	-1
chr17	6673609	6737836	Sytl3	.	1
chr17	6689071	6738042	Sytl3	.	1
chr17	6705829	6737836	Sytl3	.	1
chr17	6738040	6782784	Ezr	.	-1
chr17	6798389	6827990	Gm2885	.	-1
chr17	6895228	6895337	Mir692-1	.	-1
chr17	6895939	6901718	Gm29205	.	1
chr17	6904715	6948356	Rsph3b	.	-1
chr17	6954964	6961156	Tagap1	.	-1
chr17	6978859	6998193	Rnaset2b	.	1
chr17	6978906	7011299	Rnaset2b	.	1
chr17	7025836	7087467	Gm1604b	.	1
chr17	7042477	7042565	Gm25119	.	-1
chr17	7170114	7303313	Rps6ka2	.	1
chr17	7324645	7345974	Tcp10a	.	1
chr17	7324666	7345502	Tcp10a	.	1
chr17	7324685	7345198	Tcp10a	.	1
chr17	7324733	7345512	Tcp10a	.	1
chr17	7350903	7352696	Ttll2	.	-1
chr17	7363711	7385305	Gm9992	.	-1
chr17	7374192	7374357	Gm26057	.	-1
chr17	7704839	7704939	Gm25872	.	1
chr17	7738568	7804974	Fndc1	.	-1
chr17	7881105	7946426	E430024P14Rik	.	-1
chr17	7925999	7934897	Tagap	.	1
