chrom	start	stop	name2	score	strand
chr3	3004129	3004229	Gm28002	.	-1
chr3	3027657	3027757	Gm27460	.	-1
chr3	3188032	3188159	Gm37338	.	1
chr3	3508029	3657844	Hnf4g	.	1
chr3	3555464	3555556	Gm23237	.	1
chr3	3634149	3658052	Hnf4g	.	1
chr3	4305192	4305293	Gm23976	.	-1
chr3	4338997	4339116	n-R5s194	.	1
chr3	4567202	4567335	Gm22944	.	-1
chr3	4798707	4814911	1110015O18Rik	.	1
chr3	4799492	4813975	1110015O18Rik	.	1
chr3	5090275	5094776	Gm17308	.	1
chr3	5177585	5220823	2700069I18Rik	.	-1
chr3	5212837	5215216	Gm10748	.	1
chr3	5218525	5413165	Zfhx4	.	1
chr3	5218553	5415855	Zfhx4	.	1
chr3	5241671	5415857	Zfhx4	.	1
chr3	5512994	5515333	4930555M17Rik	.	-1
chr3	5560187	5576150	Pex2	.	-1
chr3	5560187	5576150	Pex2	.	-1
chr3	5560498	5563729	Pex2	.	-1
chr3	5560499	5576145	Pex2	.	-1
chr3	5560499	5576239	Pex2	.	-1
chr3	5560503	5576128	Pex2	.	-1
chr3	5750805	5751295	Gm8797	.	1
chr3	5880831	5885503	Gm37350	.	-1
chr3	5881040	5881150	Gm25352	.	1
chr3	5885594	5885704	Gm25144	.	1
chr3	6338881	6338991	Gm23147	.	-1
chr3	6615417	6620443	1700008P02Rik	.	-1
chr3	6977267	6977380	Gm22074	.	1
chr3	7366669	7445366	Pkia	.	1
chr3	7429057	7442413	Pkia	.	1
chr3	7501903	7502020	Gm23592	.	-1
chr3	7503482	7553836	Zc2hc1a	.	1
chr3	7503485	7552075	Zc2hc1a	.	1
chr3	7569993	7613727	Il7	.	-1
chr3	7572027	7605864	Il7	.	-1
chr3	7573126	7612893	Il7	.	-1
chr3	7573181	7613760	Il7	.	-1
chr3	7612704	7690001	Gm16685	.	1
chr3	7925302	7954882	1700010I02Rik	.	-1
chr3	7925302	7954889	1700010I02Rik	.	-1
chr3	8429157	8429264	Gm24614	.	1
chr3	8509359	8561606	Stmn2	.	1
chr3	8628050	8632454	Gm32496	.	1
chr3	8663358	8667256	Hey1	.	-1
chr3	8679358	8679477	Gm23670	.	-1
chr3	8732869	8736200	C230057A21Rik	.	-1
chr3	8733064	8736360	C230057A21Rik	.	-1
chr3	8743681	8746824	Gm37647	.	-1
chr3	8802145	8923918	Mrps28	.	-1
chr3	8925592	9004723	Tpd52	.	-1
chr3	8928625	9004478	Tpd52	.	-1
chr3	8929597	8964046	Tpd52	.	-1
chr3	8930787	8964048	Tpd52	.	-1
chr3	8930891	8993890	Tpd52	.	-1
chr3	8930955	9004439	Tpd52	.	-1
chr3	9061963	9071074	4930539M17Rik	.	1
chr3	9250601	9285333	Zbtb10	.	1
chr3	9402174	9402485	Gm22604	.	1
chr3	9403063	9436317	C030034L19Rik	.	1
chr3	9403079	9413903	C030034L19Rik	.	1
chr3	9427019	9610085	Zfp704	.	-1
chr3	9496167	9499928	Gm38001	.	1
chr3	9687478	9833679	Pag1	.	-1
chr3	9691897	9833630	Pag1	.	-1
chr3	9757606	9786142	Gm16337	.	1
chr3	9829619	9829728	Gm24786	.	-1
