chrom	start	stop	name2	score	strand
chr11	3131849	3189056	Sfi1	.	-1
chr11	3131849	3193407	Sfi1	.	-1
chr11	3131880	3193463	Sfi1	.	-1
chr11	3131885	3189056	Sfi1	.	-1
chr11	3131886	3189052	Sfi1	.	-1
chr11	3142047	3143363	Gm11399	.	1
chr11	3185567	3193424	Sfi1	.	-1
chr11	3193515	3194263	Gm12735	.	-1
chr11	3202391	3244581	Eif4enif1	.	1
chr11	3202662	3244588	Eif4enif1	.	1
chr11	3202994	3244585	Eif4enif1	.	1
chr11	3203020	3244587	Eif4enif1	.	1
chr11	3203629	3244586	Eif4enif1	.	1
chr11	3249906	3266393	Drg1	.	-1
chr11	3289280	3309083	Patz1	.	1
chr11	3289992	3295429	Patz1	.	1
chr11	3289992	3309083	Patz1	.	1
chr11	3290438	3309083	Patz1	.	1
chr11	3290456	3309083	Patz1	.	1
chr11	3305425	3331178	Gm12592	.	-1
chr11	3308995	3320722	Gm11944	.	1
chr11	3330400	3342971	Pik3ip1	.	1
chr11	3330807	3333964	Pik3ip1	.	1
chr11	3344255	3409174	Limk2	.	-1
chr11	3344255	3356141	Limk2	.	-1
chr11	3344255	3371376	Limk2	.	-1
chr11	3344255	3371376	Limk2	.	-1
chr11	3353572	3354911	Gm11948	.	-1
chr11	3415981	3452363	Rnf185	.	-1
chr11	3415981	3452363	Rnf185	.	-1
chr11	3452471	3458338	8430429K09Rik	.	1
chr11	3474284	3474401	Gm24439	.	-1
chr11	3488283	3494166	Pla2g3	.	1
chr11	3494374	3504821	Inpp5j	.	-1
chr11	3514866	3517351	Selm	.	1
chr11	3517522	3539239	Smtn	.	-1
chr11	3517522	3539292	Smtn	.	-1
chr11	3517522	3539292	Smtn	.	-1
chr11	3517522	3527937	Smtn	.	-1
chr11	3517522	3537398	Smtn	.	-1
chr11	3530947	3536856	Gm11946	.	1
chr11	3534237	3534907	Gm11947	.	1
chr11	3639784	3647526	Tug1	.	-1
chr11	3639793	3648812	Tug1	.	-1
chr11	3644775	3644952	Gm27624	.	-1
chr11	3645285	3645521	Gm27517	.	-1
chr11	3646941	3647029	Gm27937	.	-1
chr11	3647178	3647325	Gm27640	.	-1
chr11	3649493	3690370	Morc2a	.	1
chr11	3650252	3690477	Morc2a	.	1
chr11	3656662	3656791	Gm26393	.	-1
chr11	3703730	3863903	Osbp2	.	-1
chr11	3703730	3722216	Osbp2	.	-1
chr11	3703917	3722216	Osbp2	.	-1
chr11	3788891	3788990	Gm24013	.	1
chr11	3886087	3895098	4921536K21Rik	.	-1
chr11	3895239	3899353	Dusp18	.	1
chr11	3895239	3901296	Dusp18	.	1
chr11	3907020	3914664	Slc35e4	.	-1
chr11	3907021	3914664	Slc35e4	.	-1
chr11	3917191	3931789	Tcn2	.	-1
chr11	3917191	3931804	Tcn2	.	-1
chr11	3917191	3931960	Tcn2	.	-1
chr11	3917191	3931995	Tcn2	.	-1
chr11	3917191	3932044	Tcn2	.	-1
chr11	3917191	3932078	Tcn2	.	-1
chr11	3917191	3932159	Tcn2	.	-1
chr11	3937540	3976778	4930556J24Rik	.	-1
chr11	3963974	3980004	Pes1	.	1
chr11	3963974	3980004	Pes1	.	1
chr11	3983635	3999326	Gal3st1	.	1
chr11	3983712	3999315	Gal3st1	.	1
chr11	3989932	3999308	Gal3st1	.	1
chr11	4031782	4048024	Sec14l4	.	1
chr11	4064840	4077736	Sec14l3	.	1
chr11	4091479	4095445	Mtfp1	.	-1
chr11	4097038	4118831	Sec14l2	.	-1
chr11	4135201	4141172	Rnf215	.	1
chr11	4139363	4139446	Mir3060	.	1
chr11	4141122	4160291	Ccdc157	.	-1
chr11	4141122	4160293	Ccdc157	.	-1
chr11	4160349	4182541	Sf3a1	.	1
chr11	4186788	4215505	Tbc1d10a	.	1
chr11	4186821	4215502	Tbc1d10a	.	1
chr11	4218224	4222409	Gatsl3	.	1
chr11	4236419	4241026	Osm	.	1
chr11	4257556	4272514	Lif	.	1
chr11	4267094	4272514	Lif	.	1
chr11	4274088	4281931	Gm11959	.	1
chr11	4285459	4286939	Gm11958	.	1
chr11	4324148	4324255	Gm24803	.	-1
chr11	4345813	4440745	Hormad2	.	-1
chr11	4346382	4441082	Hormad2	.	-1
chr11	4480867	4594815	Mtmr3	.	-1
chr11	4480874	4546268	Mtmr3	.	-1
chr11	4620066	4621698	Gm11032	.	1
chr11	4620274	4627766	Gm11961	.	-1
chr11	4625375	4630011	Gm11961	.	-1
chr11	4637746	4683385	Ascc2	.	1
chr11	4637746	4685699	Ascc2	.	1
chr11	4701972	4704342	Uqcr10	.	-1
chr11	4704677	4737669	Zmat5	.	1
chr11	4736891	4746778	Cabp7	.	-1
chr11	4765844	4849536	Nf2	.	-1
chr11	4767664	4848985	Nf2	.	-1
chr11	4772333	4849365	Nf2	.	-1
