chrom	start	stop	name2	score	strand
chr12	3235503	3241410	Rab10os	.	1
chr12	3235525	3250377	Rab10os	.	1
chr12	3235831	3239234	Rab10os	.	1
chr12	3235914	3249944	Rab10os	.	1
chr12	3247429	3309969	Rab10	.	-1
chr12	3343815	3357153	Gm26520	.	-1
chr12	3365131	3406494	Kif3c	.	1
chr12	3403877	3427011	1110002L01Rik	.	-1
chr12	3406705	3426714	1110002L01Rik	.	-1
chr12	3426856	3506847	Asxl2	.	1
chr12	3426856	3506852	Asxl2	.	1
chr12	3426900	3502466	Asxl2	.	1
chr12	3572380	3781796	Dtnb	.	1
chr12	3572390	3781398	Dtnb	.	1
chr12	3572433	3646787	Dtnb	.	1
chr12	3572452	3781395	Dtnb	.	1
chr12	3572469	3781395	Dtnb	.	1
chr12	3572474	3781395	Dtnb	.	1
chr12	3572983	3781391	Dtnb	.	1
chr12	3589171	3781395	Dtnb	.	1
chr12	3699177	3699240	Gm26050	.	1
chr12	3752542	3762146	Dtnbos	.	-1
chr12	3807029	3914443	Dnmt3a	.	1
chr12	3807159	3913491	Dnmt3a	.	1
chr12	3859292	3862244	Dnmt3aos	.	-1
chr12	3891727	3907842	Dnmt3a	.	1
chr12	3891743	3914443	Dnmt3a	.	1
chr12	3954950	3960618	Pomc	.	1
chr12	3962553	4038915	Efr3b	.	-1
chr12	4082573	4110612	Dnajc27	.	1
chr12	4082628	4109204	Dnajc27	.	1
chr12	4133103	4213525	Adcy3	.	1
chr12	4133396	4213525	Adcy3	.	1
chr12	4133401	4213524	Adcy3	.	1
chr12	4134152	4213524	Adcy3	.	1
chr12	4197821	4233965	Cenpo	.	-1
chr12	4211666	4234294	Cenpo	.	-1
chr12	4213481	4233965	Cenpo	.	-1
chr12	4234026	4240123	Ptrhd1	.	1
chr12	4247362	4477182	Ncoa1	.	-1
chr12	4347646	4347760	Gm23756	.	1
chr12	4394481	4394767	Gm22343	.	1
chr12	4592825	4592927	Gm3625	.	-1
chr12	4593007	4713950	Itsn2	.	1
chr12	4689401	4689926	Gm17541	.	-1
chr12	4713816	4738383	Fam228a	.	-1
chr12	4746215	4769267	Fam228b	.	-1
chr12	4749751	4749856	Gm23676	.	1
chr12	4758546	4758653	Gm22003	.	1
chr12	4769294	4778266	Pfn4	.	1
chr12	4769450	4778238	Pfn4	.	1
chr12	4817607	4827658	Sf3b6	.	1
chr12	4833174	4841595	Fkbp1b	.	-1
chr12	4843302	4852913	BC068281	.	1
chr12	4850145	4856925	BC068281	.	1
chr12	4863071	4874358	Mfsd2b	.	-1
chr12	4863071	4874358	Mfsd2b	.	-1
chr12	4879031	4907705	Ubxn2a	.	-1
chr12	4879348	4907264	Ubxn2a	.	-1
chr12	4917403	5044047	Atad2b	.	1
chr12	4999265	4999368	Gm23167	.	-1
chr12	5077471	5375682	Klhl29	.	-1
