chrom	start	stop	name2	score	strand
chr6	3051288	3051409	Gm23551	.	-1
chr6	3190690	3190902	Gm42959	.	1
chr6	3288518	3317019	Gm8579	.	1
chr6	3325741	3327855	Gm43196	.	-1
chr6	3333193	3346071	Gm20559	.	-1
chr6	3334632	3334958	Gm43198	.	1
chr6	3336771	3339354	Gm43197	.	-1
chr6	3341270	3346058	Gm20559	.	-1
chr6	3342188	3346097	Gm20559	.	-1
chr6	3372256	3399572	Samd9l	.	-1
chr6	3457095	3494597	Hepacam2	.	-1
chr6	3498381	3603531	Vps50	.	1
chr6	3498403	3601110	Vps50	.	1
chr6	3498421	3603315	Vps50	.	1
chr6	3583813	3586303	Gm43294	.	1
chr6	3685679	3763630	Calcr	.	-1
chr6	3685719	3764714	Calcr	.	-1
chr6	3685732	3764658	Calcr	.	-1
chr6	3686821	3752974	Calcr	.	-1
chr6	3686821	3752974	Calcr	.	-1
chr6	3721300	3721385	Mir653	.	-1
chr6	3721896	3722003	Mir489	.	-1
chr6	3962594	3968376	Tfpi2	.	-1
chr6	3993791	3997436	Gngt1	.	1
chr6	4003903	4008445	Gng11	.	1
chr6	4031840	4047585	Gm43986	.	-1
chr6	4076898	4086972	Bet1	.	-1
chr6	4364231	4364395	Gm44379	.	-1
chr6	4367773	4368066	Gm44380	.	1
chr6	4382877	4383204	Gm24442	.	1
chr6	4483473	4484198	Gm37883	.	-1
chr6	4505492	4541544	Col1a2	.	1
chr6	4506086	4507878	Gm43921	.	1
chr6	4593803	4596651	Gm26696	.	-1
chr6	4600838	4643355	Casd1	.	1
chr6	4600948	4624266	Casd1	.	1
chr6	4610233	4611171	Gm44432	.	1
chr6	4674349	4747176	Sgce	.	-1
chr6	4674349	4747204	Sgce	.	-1
chr6	4674353	4747157	Sgce	.	-1
chr6	4674353	4747207	Sgce	.	-1
chr6	4674383	4747116	Sgce	.	-1
chr6	4674417	4747124	Sgce	.	-1
chr6	4674417	4747188	Sgce	.	-1
chr6	4747305	4760514	Peg10	.	1
chr6	4747305	4760517	Peg10	.	1
chr6	4747405	4760517	Peg10	.	1
chr6	4770899	4772905	Gm44121	.	1
chr6	4807054	4816329	Gm20714	.	-1
chr6	4902973	5078491	Ppp1r9a	.	1
chr6	4903319	5165661	Ppp1r9a	.	1
chr6	4903372	5009767	Ppp1r9a	.	1
chr6	4905415	5159817	Ppp1r9a	.	1
chr6	4942146	4946295	Gm26814	.	1
chr6	4946567	4947803	Gm26736	.	1
chr6	4958982	4959302	Gm26556	.	1
chr6	5168089	5193946	Pon1	.	-1
chr6	5171782	5193784	Pon1	.	-1
chr6	5216257	5220486	Gm44250	.	-1
chr6	5220851	5256286	Pon3	.	-1
chr6	5264146	5298455	Pon2	.	-1
chr6	5279654	5281480	Gm44424	.	1
chr6	5383385	5433022	Asb4	.	1
chr6	5390426	5402249	Asb4	.	1
chr6	5483350	5496309	Pdk4	.	-1
chr6	5725638	6028039	Dync1i1	.	1
chr6	5725762	6028030	Dync1i1	.	1
chr6	5725790	6028039	Dync1i1	.	1
chr6	5725811	6028039	Dync1i1	.	1
chr6	5963908	5977393	1700019G24Rik	.	-1
chr6	6041217	6217118	Slc25a13	.	-1
chr6	6041218	6217173	Slc25a13	.	-1
chr6	6248658	6281139	Gm20619	.	1
chr6	6248686	6364097	Gm20619	.	1
chr6	6248689	6378675	Gm20619	.	1
chr6	6299420	6363892	Gm20619	.	1
chr6	6456188	6484321	Gm20617	.	-1
chr6	6456592	6484487	Gm20617	.	-1
chr6	6483021	6508616	Gm20685	.	1
chr6	6557293	6578658	Shfm1	.	-1
chr6	6603218	6684806	Gm20618	.	-1
chr6	6820542	6871592	Dlx6os1	.	-1
chr6	6820941	6821121	Gm27699	.	1
chr6	6821128	6821335	Gm27905	.	1
chr6	6854221	6856251	Gm44094	.	-1
chr6	6863333	6867970	Dlx6	.	1
chr6	6863333	6868568	Dlx6	.	1
chr6	6863796	6865150	Dlx6os2	.	-1
chr6	6871487	6871633	Dlx6os1	.	-1
chr6	6877804	6882068	Dlx5	.	-1
chr6	6877804	6882085	Dlx5	.	-1
chr6	6924117	6924279	Gm22155	.	-1
chr6	6952169	6955900	Gm26774	.	-1
chr6	6956003	7042979	Sdhaf3	.	1
chr6	7301907	7306753	Gm19272	.	1
chr6	7301907	7309747	Gm19272	.	1
chr6	7375966	7378644	Gm44046	.	1
chr6	7554878	7562977	Tac1	.	1
chr6	7555073	7562976	Tac1	.	1
chr6	7555095	7562700	Tac1	.	1
chr6	7675168	7692871	Asns	.	-1
chr6	7675168	7693254	Asns	.	-1
chr6	7766393	7777681	Gm44217	.	1
chr6	7844841	7875687	C1galt1	.	1
chr6	7853870	7855742	Gm43961	.	1
chr6	7879562	7879691	Gm22276	.	1
chr6	7997807	8192617	Col28a1	.	-1
chr6	8209221	8236274	Mios	.	1
chr6	8255935	8259173	Rpa3	.	-1
chr6	8259287	8459470	Umad1	.	1
chr6	8259381	8428764	Umad1	.	1
chr6	8259427	8427279	Umad1	.	1
chr6	8259429	8428760	Umad1	.	1
chr6	8259449	8597480	Gm45062	.	1
chr6	8270465	8428767	Umad1	.	1
chr6	8354055	8364136	Gm16055	.	-1
chr6	8420008	8443455	Gm16043	.	-1
chr6	8439352	8439664	Gm24059	.	1
chr6	8488794	8510430	A430035B10Rik	.	-1
chr6	8501235	8501356	Gm26075	.	-1
chr6	8509599	8597548	Glcci1	.	1
chr6	8520019	8593621	Glcci1	.	1
chr6	8520057	8593512	Glcci1	.	1
chr6	8537815	8594071	Glcci1	.	1
chr6	8630526	8778154	Ica1	.	-1
chr6	8630526	8778439	Ica1	.	-1
chr6	8630526	8778484	Ica1	.	-1
chr6	8659000	8778487	Ica1	.	-1
chr6	8948613	9249032	Nxph1	.	1
chr6	8949675	9249030	Nxph1	.	1
chr6	10840586	10840693	Gm26058	.	-1
chr6	10858426	10858518	Gm27894	.	1
chr6	10895489	10970126	Gm44004	.	1
chr6	10971559	10979638	AA545190	.	-1
chr6	11900291	11907483	Ndufa4	.	-1
chr6	11900371	11907393	Ndufa4	.	-1
chr6	11900372	11907450	Ndufa4	.	-1
chr6	11900375	11907497	Ndufa4	.	-1
chr6	11925880	12008013	Phf14	.	1
chr6	11925914	12008081	Phf14	.	1
chr6	11925915	12081205	Phf14	.	1
chr6	12311609	12749253	Thsd7a	.	-1
chr6	12317086	12749410	Thsd7a	.	-1
chr6	12608995	12658956	Gm44129	.	1
chr6	12742898	12743018	n-R5s160	.	1
chr6	12917524	12918467	Gm44472	.	1
chr6	13069838	13089269	Tmem106b	.	1
chr6	13111298	13111427	Gm24985	.	1
chr6	13156298	13224965	Vwde	.	-1
chr6	13185609	13224965	Vwde	.	-1
chr6	13413336	13415996	1700016P04Rik	.	1
chr6	13549505	13549612	Gm25737	.	1
chr6	13580686	13608100	Tmem168	.	-1
chr6	13580686	13608100	Tmem168	.	-1
chr6	13625672	13677966	Bmt2	.	-1
chr6	13626814	13677938	Bmt2	.	-1
chr6	13834457	13839942	Gpr85	.	-1
chr6	13835067	13838454	Gpr85	.	-1
chr6	13835076	13837241	Gpr85	.	-1
chr6	13867734	13871518	2610001J05Rik	.	-1
chr6	13869799	13871466	2610001J05Rik	.	-1
chr6	13869859	13871465	2610001J05Rik	.	-1
chr6	13870000	13871465	2610001J05Rik	.	-1
chr6	13871568	13896422	1110019D14Rik	.	1
chr6	14113315	14113431	Gm23760	.	1
chr6	14457044	14457150	Gm23013	.	-1
chr6	14713976	14755274	Ppp1r3a	.	-1
