chrom	start	stop	name2	score	strand
chr5	3270318	3270930	Gm42426	.	1
chr5	3270380	3284584	Gm42426	.	1
chr5	3343892	3531008	Cdk6	.	1
chr5	3344311	3522225	Cdk6	.	1
chr5	3472860	3480873	Gm17590	.	-1
chr5	3498624	3500072	Gm42435	.	-1
chr5	3543832	3570238	Fam133b	.	1
chr5	3543837	3569740	Fam133b	.	1
chr5	3544036	3544788	Gm43017	.	1
chr5	3561153	3561273	n-R5s169	.	1
chr5	3571672	3584356	1700109H08Rik	.	1
chr5	3583977	3596585	Rbm48	.	-1
chr5	3585111	3586374	2510017J16Rik	.	1
chr5	3592256	3596202	Rbm48	.	-1
chr5	3596065	3637230	Pex1	.	1
chr5	3596065	3637232	Pex1	.	1
chr5	3596370	3624032	Pex1	.	1
chr5	3624629	3625363	Gm43825	.	-1
chr5	3629776	3631722	4833413G10Rik	.	-1
chr5	3639960	3647934	Gatad1	.	-1
chr5	3641289	3657185	Gatad1	.	-1
chr5	3643076	3647806	Gatad1	.	-1
chr5	3652543	3652660	Gm26238	.	1
chr5	3657003	3679416	Tmbim7	.	1
chr5	3657179	3679544	Tmbim7	.	1
chr5	3689999	3802925	Ankib1	.	-1
chr5	3695963	3696031	Gm22926	.	1
chr5	3751900	3755577	Gm43679	.	-1
chr5	3803183	3841359	Krit1	.	1
chr5	3803189	3845564	Krit1	.	1
chr5	3803404	3844303	Krit1	.	1
chr5	3845172	3866596	Lrrd1	.	1
chr5	3890580	3893933	Mterf1a	.	-1
chr5	3890583	3893907	Mterf1a	.	-1
chr5	3928273	4081310	Akap9	.	1
chr5	4073570	4075457	Gm43031	.	1
chr5	4081144	4104746	Cyp51	.	-1
chr5	4192366	4197651	Mterf1b	.	1
chr5	4753838	4758035	Fzd1	.	-1
chr5	4784752	4799094	Gm42744	.	-1
chr5	4802456	4802553	Gm44483	.	1
chr5	4803390	5266068	Cdk14	.	-1
chr5	4803390	5380197	Cdk14	.	-1
chr5	4805837	5265309	Cdk14	.	-1
chr5	4806692	5266165	Cdk14	.	-1
chr5	4819505	4822627	Gm43112	.	-1
chr5	4826339	4828093	Gm43113	.	-1
chr5	4854313	4854423	Gm25037	.	-1
chr5	4868347	4870266	Gm43111	.	-1
chr5	4985110	4985237	Gm22897	.	-1
chr5	4985110	4985238	Gm22897	.	-1
chr5	5137444	5140107	Gm43623	.	-1
chr5	5154570	5157914	Gm43577	.	-1
chr5	5170393	5175152	Gm10484	.	-1
chr5	5304355	5307002	Gm43727	.	-1
chr5	5309001	5311623	Gm43728	.	-1
chr5	5437826	5479143	1700015F17Rik	.	-1
chr5	5505014	5514789	Cldn12	.	-1
chr5	5505108	5514873	Cldn12	.	-1
chr5	5505110	5514825	Cldn12	.	-1
chr5	5505222	5514730	Cldn12	.	-1
chr5	5537453	5559538	Gtpbp10	.	-1
chr5	5539232	5559523	Gtpbp10	.	-1
chr5	5558868	5559516	Gtpbp10	.	-1
chr5	5573798	5576203	Gm8773	.	1
chr5	5579277	5664239	Cfap69	.	-1
chr5	5579281	5664208	Cfap69	.	-1
chr5	5593645	5664232	Cfap69	.	-1
chr5	5664828	5694578	Steap2	.	-1
chr5	5664830	5683063	Steap2	.	-1
chr5	5665953	5694060	Steap2	.	-1
chr5	5670937	5694052	Steap2	.	-1
chr5	5671490	5694067	Steap2	.	-1
chr5	5671729	5694060	Steap2	.	-1
chr5	5696857	5698794	Gm43219	.	1
chr5	5736316	5749326	Steap1	.	-1
chr5	5781529	5783636	Gm26825	.	1
chr5	6014862	6015024	Gm23838	.	-1
chr5	6410437	6410530	Gm24686	.	1
chr5	6414398	6427065	Gm43325	.	1
chr5	6769009	7344756	Zfp804b	.	-1
chr5	6769029	6876523	Zfp804b	.	-1
chr5	7177705	7177856	Gm24525	.	-1
chr5	7233400	7235837	Gm42598	.	-1
chr5	7260855	7262399	Gm42597	.	-1
chr5	7304124	7311491	4921511H03Rik	.	1
chr5	7304131	7307573	4921511H03Rik	.	1
chr5	7304145	7305809	4921511H03Rik	.	1
chr5	7680107	7960346	Gm42950	.	-1
chr5	7888684	7888793	Gm22196	.	1
chr5	7960456	7982213	Steap4	.	1
chr5	8037293	8052707	Gm15731	.	-1
chr5	8046077	8069379	Sri	.	1
chr5	8056526	8069151	Sri	.	1
chr5	8072351	8367982	Adam22	.	-1
chr5	8072351	8367982	Adam22	.	-1
chr5	8072351	8367982	Adam22	.	-1
chr5	8072351	8368081	Adam22	.	-1
chr5	8072351	8368081	Adam22	.	-1
chr5	8092259	8368077	Adam22	.	-1
chr5	8144347	8368081	Adam22	.	-1
chr5	8203865	8203975	Gm24196	.	-1
chr5	8242722	8242866	Gm23993	.	1
chr5	8327331	8329395	Gm42490	.	-1
chr5	8396972	8422680	Dbf4	.	-1
chr5	8397010	8422716	Dbf4	.	-1
chr5	8397153	8422582	Dbf4	.	-1
chr5	8422849	8454797	Slc25a40	.	1
chr5	8422898	8454736	Slc25a40	.	1
chr5	8490333	8622952	Rundc3b	.	-1
chr5	8492266	8622952	Rundc3b	.	-1
chr5	8512462	8514852	Gm42685	.	-1
chr5	8660076	8748575	Abcb1a	.	1
chr5	8669519	8673134	Gm42684	.	1
chr5	8731660	8735768	Gm42686	.	-1
chr5	8773576	8798523	Gm5106	.	-1
chr5	8798185	8866315	Abcb1b	.	1
chr5	8831146	8831447	7330423F06Rik	.	1
chr5	8893716	8959226	Abcb4	.	1
chr5	8966032	8997324	Crot	.	-1
chr5	8997158	8997389	Gm37153	.	1
chr5	8997285	8997427	Gm27941	.	-1
chr5	8998401	8999669	Gm15611	.	-1
chr5	9100746	9119045	Tmem243	.	1
chr5	9113247	9118983	Tmem243	.	1
chr5	9118800	9161776	Dmtf1	.	-1
chr5	9118871	9161749	Dmtf1	.	-1
chr5	9120006	9161701	Dmtf1	.	-1
chr5	9169062	9169229	Gm24666	.	1
chr5	9264221	9266022	Gm15734	.	-1
chr5	9266131	9463983	9330182L06Rik	.	1
chr5	9266131	9480717	9330182L06Rik	.	1
chr5	9266148	9481825	9330182L06Rik	.	1
chr5	9375703	9375779	Mir879	.	1
chr5	9485540	9725170	Grm3	.	-1
chr5	9599871	9602607	Gm42455	.	-1
chr5	9758838	9758940	Gm23312	.	-1
chr5	10187871	10237755	Gm10482	.	1
chr5	10243814	10246526	Gm5152	.	-1
chr5	10249091	10349408	Gm42831	.	1
chr5	10249141	10340777	Gm42831	.	1
chr5	10741051	10743175	Gm42833	.	-1
chr5	10865028	10870808	Gm6455	.	1
chr5	10930422	10946571	Gm43358	.	-1
chr5	10947804	11043682	Gm8871	.	1
chr5	10947806	10952592	Gm8857	.	1
chr5	11022259	11038939	Gm43492	.	-1
chr5	11109799	11126455	4930558F17Rik	.	-1
chr5	11127633	11132487	Gm8879	.	1
chr5	11128867	11131221	Gm8879	.	1
chr5	11165536	11181825	Gm43643	.	-1
chr5	11184206	11187808	Gm5861	.	1
chr5	11238535	11254753	Gm43644	.	-1
chr5	11257156	11259523	Gm8890	.	1
chr5	11320803	11340297	Gm43641	.	-1
chr5	11341515	11346286	Speer1	.	1
chr5	11342678	11345021	Speer1	.	1
chr5	11400211	11415204	Gm43642	.	-1
chr5	11417625	11419969	Gm8897	.	1
chr5	11485334	11501452	Gm34082	.	-1
chr5	11503812	11506151	Gm8906	.	1
chr5	11577107	11593779	Gm43640	.	-1
chr5	11594912	11599784	Gm6460	.	1
chr5	11594955	11599480	Gm6460	.	1
chr5	11664166	11680823	Gm43639	.	-1
chr5	11681958	11686856	Gm8922	.	1
chr5	11683235	11685591	Gm8922	.	1
