chrom	start	stop	name2	score	strand
chr1	3073252	3074322	4933401J01Rik	.	1
chr1	3102015	3102125	Gm26206	.	1
chr1	3214481	3671498	Xkr4	.	-1
chr1	3365730	3368549	Gm37180	.	-1
chr1	3375555	3377788	Gm37363	.	-1
chr1	3464976	3467285	Gm37686	.	-1
chr1	3466586	3513553	Gm1992	.	1
chr1	3512450	3514507	Gm37329	.	-1
chr1	3592891	3595903	Gm38148	.	-1
chr1	3647308	3658904	Gm19938	.	-1
chr1	3680154	3681788	Gm10568	.	1
chr1	3752009	3754360	Gm38385	.	1
chr1	3783875	3783933	Gm27396	.	-1
chr1	3905738	3986215	Gm37381	.	-1
chr1	3984224	3985984	Gm37381	.	-1
chr1	3999556	4409241	Rp1	.	-1
chr1	4292980	4409187	Rp1	.	-1
chr1	4344145	4360314	Rp1	.	-1
chr1	4363345	4364829	Gm37483	.	-1
chr1	4490930	4496413	Sox17	.	-1
chr1	4491249	4496757	Sox17	.	-1
chr1	4491389	4497354	Sox17	.	-1
chr1	4491712	4496363	Sox17	.	-1
chr1	4497473	4499558	Gm37587	.	1
chr1	4529016	4529123	Gm22307	.	1
chr1	4583128	4586252	Gm37323	.	-1
chr1	4723276	4723379	Gm25493	.	-1
chr1	4773205	4785710	Mrpl15	.	-1
chr1	4773210	4785739	Mrpl15	.	-1
chr1	4778062	4779212	Gm37144	.	-1
chr1	4781220	4785739	Mrpl15	.	-1
chr1	4807822	4846739	Lypla1	.	1
chr1	4807829	4841286	Lypla1	.	1
chr1	4807891	4886770	Gm37988	.	1
chr1	4807895	4845174	Lypla1	.	1
chr1	4807910	4845352	Lypla1	.	1
chr1	4857813	4897905	Tcea1	.	1
chr1	4858037	4897909	Tcea1	.	1
chr1	4905750	4906861	Gm37277	.	-1
chr1	4909575	5019539	Rgs20	.	-1
chr1	4909575	5070285	Rgs20	.	-1
chr1	4910401	5018735	Rgs20	.	-1
chr1	4938575	4940710	Gm37079	.	-1
chr1	4970856	4976820	Gm16041	.	1
chr1	5070017	5162340	Atp6v1h	.	1
chr1	5083079	5162529	Atp6v1h	.	1
chr1	5083153	5162419	Atp6v1h	.	1
chr1	5307738	5310017	Gm37567	.	1
chr1	5403546	5405578	Gm38264	.	1
chr1	5588492	5606131	Oprk1	.	1
chr1	5588556	5602866	Oprk1	.	1
chr1	5588940	5604014	Oprk1	.	1
chr1	5644644	5644745	Gm22463	.	-1
chr1	5842873	5844672	Gm37429	.	-1
chr1	5913706	5917398	Npbwr1	.	-1
chr1	6209865	6215293	4732440D04Rik	.	-1
chr1	6213292	6214590	4732440D04Rik	.	-1
